"","V1"
"123883",4
"123905",4
"123958",8
"123982",8
"124005",1
"124037",8
"124040",7
"124060",5
"124083",6
"124096",3
"124103",8
"124107",1
"124112",7
"124126",6
"124127",1
"124136",3
"124164",3
"124214",5
"124216",1
"124272",1
"124330",4
"124369",3
"124373",6
"124390",5
"124393",5
"124401",2
"124420",2
"124430",5
"124458",1
"124464",5
"124481",2
"124490",6
"124493",2
"124498",0
"124500",2
"124556",6
"124568",2
"124596",4
"124600",1
"124605",0
"124608",5
"124612",7
"124662",3
"124726",8
"124753",2
"124788",8
"124810",1
"124844",8
"124849",1
"124873",5
"124891",5
"124894",0
"124900",7
"124913",3
"124933",6
"124936",7
"124943",5
"124964",7
"125001",8
"125019",7
"125026",3
"125034",1
"125035",1
"125049",4
"125072",7
"125081",3
"125087",6
"125092",2
"125120",5
"125127",8
"125184",1
"125204",0
"125205",2
"125216",4
"125242",6
"125268",0
"125318",0
"125334",1
"125342",1
"125368",7
"125370",8
"125381",3
"125393",0
"125405",3
"125426",0
"125436",0
"125452",2
"125465",6
"125481",2
"125490",0
"125499",8
"125502",6
"125523",2
"125528",7
"125529",1
"125546",3
"125579",5
"125580",7
"125581",7
"125590",2
"125609",7
"125611",2
"125621",1
"125622",1
"125639",4
"125649",0
"125683",5
"125711",5
"125713",5
"125722",5
"125740",3
"125761",6
"125799",4
"125804",3
"125819",8
"125824",7
"125845",2
"125877",8
"125882",6
"125889",2
"125894",6
"125895",6
"125910",2
"125914",4
"125933",5
"125988",0
"125990",5
"125994",6
"126042",8
"126043",1
"126048",1
"126065",7
"126079",6
"126088",1
"126098",3
"126110",1
"126159",2
"126188",8
"126190",5
"126214",7
"126226",3
"126236",3
"126242",8
"126244",2
"126294",2
"126343",0
"126347",8
"126417",3
"126428",0
"126433",5
"126434",5
"126440",0
"126456",8
"126457",0
"126474",5
"126482",0
"126512",7
"126550",5
"126596",8
"126613",8
"126619",6
"126643",2
"126644",0
"126649",5
"126652",7
"126672",5
"126697",7
"126709",4
"126724",4
"126741",5
"126768",4
"126785",6
"126791",4
"126824",3
"126835",4
"126885",1
"126900",8
"126915",1
"126921",4
"126939",1
"126961",4
"126964",3
"126965",5
"126982",6
"126999",4
"127017",1
"127018",0
"127022",6
"127040",0
"127051",3
"127055",2
"127061",4
"127067",5
"127105",7
"127131",4
"127134",7
"127150",6
"127174",1
"127175",2
"127196",7
"127210",6
"127284",3
"127299",1
"127301",6
"127322",0
"127362",4
"127370",1
"127386",7
"127400",8
"127403",5
"127483",5
"127507",1
"127542",4
"127552",8
"127556",5
"127572",5
"127588",1
"127599",7
"127602",1
"127631",5
"127644",5
"127667",6
"127724",4
"127728",1
"127744",3
"127750",2
"127756",0
"127764",1
"127785",0
"127799",4
"127832",2
"127838",1
"127840",8
"127849",1
"127871",0
"127893",2
"127908",3
"127916",2
"127940",2
"127947",0
"127954",2
"127956",8
"127963",4
"127969",3
"127979",3
"127985",1
"128001",8
"128011",6
"128056",6
"128080",8
"128120",2
"128124",4
"128145",0
"128171",5
"128181",7
"128188",0
"128210",6
"128240",8
"128245",2
"128274",3
"128285",8
"128330",3
"128340",2
"128364",8
"128370",0
"128379",7
"128386",8
"128387",7
"128402",3
"128406",8
"128410",8
"128413",3
"128435",6
"128438",4
"128440",4
"128465",6
"128497",5
"128501",2
"128504",6
"128545",7
"128555",5
"128565",1
"128575",6
"128584",6
"128588",1
"128598",2
"128600",6
"128601",6
"128628",1
"128647",8
"128653",8
"128655",7
"128662",6
"128672",8
"128680",8
"128682",7
"128683",1
"128694",3
"128696",7
"128699",2
"128701",5
"128714",5
"128725",0
"128728",0
"128759",8
"128784",0
"128787",2
"128818",4
"128826",5
"128831",2
"128859",6
"128871",3
"128882",6
"128923",1
"128926",1
"128927",4
"128935",6
"128954",4
"128967",6
"129002",0
"129003",2
"129017",6
"129020",5
"129021",6
"129033",5
"129051",2
"129053",0
"129057",5
"129069",5
"129145",6
"129149",7
"129161",8
"129210",2
"129273",3
"129274",1
"129276",5
"129301",2
"129315",7
"129339",7
"129368",4
"129416",6
"129427",1
"129446",6
"129497",1
"129511",5
"129525",2
"129527",6
"129565",8
"129567",4
"129572",0
"129586",4
"129597",6
"129600",3
"129607",2
"129614",2
"129617",8
"129627",5
"129655",3
"129673",7
"129684",2
"129705",1
"129706",5
"129708",7
"129757",4
"129758",4
"129785",2
"129816",8
"129851",0
"129937",7
"129939",0
"129967",7
"129978",6
"129983",7
"130030",6
"130063",4
"130069",6
"130070",3
"130080",3
"130096",6
"130101",1
"130107",4
"130130",3
"130160",7
"130184",4
"130204",0
"130242",6
"130249",3
"130260",0
"130282",7
"130298",4
"130301",5
"130341",1
"130376",6
"130393",5
"130431",8
"130437",4
"130458",2
"130462",5
"130474",4
"130522",0
"130537",1
"130595",8
"130620",6
"130633",3
"130643",2
"130660",5
"130663",6
"130666",0
"130674",4
"130715",8
"130742",2
"130744",0
"130766",2
"130793",5
"130860",4
"130928",6
"130932",7
"130937",6
"130962",4
"130986",2
"131008",5
"131013",0
"131024",6
"131025",8
"131029",5
"131031",4
"131032",4
"131047",2
"131073",8
"131106",0
"131155",4
"131163",3
"131203",6
"131220",3
"131242",2
"131306",1
"131309",5
"131315",6
"131352",6
"131382",5
"131404",8
"131412",6
"131450",1
"131458",3
"131488",2
"131514",2
"131537",3
"131560",0
"131568",1
"131601",1
"131615",2
"131620",6
"131627",7
"131640",0
"131647",6
"131698",0
"131700",2
"131703",0
"131712",1
"131718",4
"131727",1
"131774",3
"131799",4
"131818",3
"131825",8
"131832",4
"131838",1
"131905",3
"131945",3
"131978",0
"131989",7
"132009",7
"132015",2
"132023",3
"132109",5
"132124",2
"132141",2
"132152",8
"132161",1
"132162",2
"132186",5
"132194",8
"132201",0
"132209",0
"132215",2
"132216",5
"132223",5
"132232",5
"132234",7
"132254",6
"132306",4
"132309",7
"132338",7
"132355",5
"132357",7
"132378",7
"132408",0
"132415",0
"132427",0
"132433",7
"132441",3
"132442",1
"132475",4
"132493",2
"132520",0
"132524",4
"132526",2
"132527",1
"132541",8
"132569",1
"132623",4
"132642",6
"132687",6
"132739",3
"132755",2
"132789",6
"132794",6
"132809",5
"132852",3
"132864",6
"132869",2
"132884",8
"132903",2
"132933",0
"132949",7
"132961",1
"132996",0
"133009",1
"133015",3
"133030",5
"133033",5
"133039",0
"133042",0
"133046",8
"133087",0
"133103",3
"133107",2
"133109",0
"133110",5
"133132",8
"133133",5
"133143",4
"133153",6
"133186",5
"133193",6
"133229",8
"133237",6
"133242",0
"133244",7
"133319",5
"133366",8
"133382",4
"133387",4
"133416",6
"133438",0
"133449",0
"133476",3
"133478",3
"133492",3
"133496",8
"133500",0
"133533",4
"133535",5
"133541",8
"133558",2
"133561",0
"133579",2
"133595",3
"133604",4
"133624",3
"133653",8
"133654",0
"133676",4
"133682",7
"133700",1
"133797",8
"133813",4
"133831",6
"133835",1
"133840",3
"133854",2
"133893",6
"133906",1
"133918",0
"133934",3
"133938",1
"133946",0
"133950",2
"133982",1
"133987",6
"133999",8
"134010",8
"134085",1
"134086",1
"134087",7
"134095",8
"134097",5
"134128",1
"134132",5
"134136",1
"134141",3
"134148",4
"134151",7
"134166",2
"134170",0
"134199",8
"134203",2
"134209",5
"134254",2
"134258",3
"134273",5
"134295",2
"134317",1
"134327",4
"134336",6
"134352",0
"134372",4
"134376",6
"134393",4
"134407",6
"134444",4
"134446",8
"134463",2
"134471",2
"134478",4
"134483",0
"134486",6
"134512",1
"134563",6
"134565",8
"134574",3
"134615",6
"134621",1
"134643",1
"134653",1
"134662",4
"134739",6
"134740",5
"134754",8
"134794",8
"134796",1
"134823",8
"134833",0
"134839",4
"134843",2
"134845",8
"134866",3
"134880",0
"134937",3
"134944",6
"134959",6
"134968",8
"134998",6
"135024",5
"135035",8
"135063",5
"135077",2
"135099",1
"135102",4
"135124",1
"135150",8
"135154",4
"135174",7
"135208",2
"135220",6
"135225",7
"135251",8
"135260",3
"135270",2
"135275",7
"135291",2
"135296",2
"135303",1
"135326",2
"135356",5
"135362",0
"135369",7
"135385",6
"135421",1
"135426",4
"135428",8
"135430",0
"135477",0
"135480",6
"135492",6
"135506",6
"135528",5
"135544",3
"135573",7
"135590",4
"135594",8
"135623",8
"135632",5
"135634",6
"135636",5
"135649",4
"135666",1
"135674",4
"135681",2
"135688",0
"135694",0
"135701",5
"135705",8
"135741",8
"135770",1
"135777",0
"135806",5
"135853",8
"135882",7
"135947",8
"135950",4
"135968",1
"135977",7
"135993",5
"136033",3
"136035",4
"136036",4
"136041",5
"136047",5
"136048",0
"136145",4
"136192",7
"136196",5
"136245",0
"136300",1
"136310",5
"136341",4
"136345",5
"136351",6
"136360",5
"136368",8
"136372",7
"136384",8
"136387",8
"136399",5
"136410",1
"136439",4
"136443",8
"136450",6
"136451",5
"136469",1
"136478",7
"136480",7
"136512",6
"136514",2
"136554",7
"136582",5
"136595",7
"136632",2
"136640",8
"136696",7
"136698",8
"136703",4
"136736",4
"136743",0
"136813",6
"136842",0
"136851",5
"136875",0
"136881",6
"136882",0
"136886",3
"136902",8
"136914",4
"136926",7
"136948",5
"136961",2
"136984",6
"136996",5
"137024",4
"137038",1
"137042",2
"137070",5
"137094",3
"137103",0
"137122",3
"137127",1
"137129",4
"137130",8
"137173",1
"137179",3
"137207",0
"137230",1
"137247",4
"137277",8
"137287",0
"137308",5
"137331",6
"137335",7
"137353",3
"137373",0
"137411",7
"137417",6
"137426",7
"137460",1
"137465",6
"137466",7
"137470",1
"137475",4
"137479",4
"137482",1
"137493",5
"137504",0
"137519",1
"137536",8
"137544",0
"137547",7
"137563",3
"137567",3
"137587",6
"137592",6
"137639",6
"137665",0
"137711",7
"137726",6
"137727",0
"137814",2
"137854",3
"137862",0
"137917",7
"137924",7
"137936",3
"137956",3
"137958",0
"137965",3
"137967",5
"137978",1
"137980",8
"137981",5
"138048",1
"138083",6
"138094",6
"138117",0
"138121",2
"138124",7
"138132",7
"138137",2
"138164",8
"138167",8
"138174",4
"138221",0
"138230",6
"138277",6
"138284",6
"138291",2
"138319",3
"138320",8
"138335",0
"138347",1
"138352",8
"138389",8
"138396",8
"138400",8
"138408",1
"138414",1
"138426",2
"138472",3
"138481",5
"138512",6
"138539",4
"138560",6
"138602",4
"138675",1
"138703",0
"138717",3
"138753",5
"138766",6
"138768",5
"138773",3
"138786",5
"138799",2
"138823",3
"138828",1
"138831",3
"138837",1
"138844",0
"138845",3
"138851",5
"138869",6
"138894",5
"138895",7
"138904",5
"138950",8
"139004",1
"139007",5
"139059",7
"139072",4
"139077",6
"139085",6
"139095",1
"139136",1
"139168",4
"139183",2
"139189",1
"139205",2
"139221",2
"139231",2
"139255",0
"139265",8
"139270",1
"139277",5
"139307",2
"139328",7
"139345",1
"139347",0
"139372",6
"139384",8
"139393",6
"139411",8
"139418",8
"139437",6
"139443",0
"139444",6
"139452",2
"139455",0
"139489",2
"139493",0
"139497",0
"139519",5
"139521",4
"139522",3
"139547",2
"139576",6
"139583",0
"139593",6
"139600",2
"139611",4
"139627",1
"139645",0
"139651",1
"139668",4
"139685",0
"139688",8
"139698",0
"139706",4
"139735",2
"139760",1
"139762",3
"139765",3
"139798",1
"139805",6
"139808",6
"139827",6
"139839",4
"139843",6
"139889",4
"139894",2
"139903",7
"139919",8
"139936",8
"139948",8
"139955",5
"139972",4
"139997",6
"140033",7
"140053",1
"140076",5
"140098",8
"140113",8
"140123",2
"140192",5
"140200",6
"140212",4
"140222",5
"140225",3
"140250",4
"140258",6
"140273",3
"140274",0
"140289",2
"140315",2
"140324",3
"140330",6
"140331",6
"140341",5
"140342",3
"140348",4
"140359",3
"140375",4
"140388",5
"140427",1
"140430",4
"140436",4
"140458",1
"140462",5
"140531",6
"140545",2
"140550",0
"140557",3
"140594",8
"140614",4
"140618",7
"140629",1
"140659",7
"140662",4
"140673",6
"140691",1
"140692",0
"140695",1
"140701",8
"140765",3
"140799",8
"140810",2
"140816",4
"140906",4
"140924",4
"140936",3
"140940",0
"140970",4
"140975",4
"140978",6
"140987",8
"141028",3
"141042",0
"141048",5
"141076",3
"141079",4
"141091",2
"141100",8
"141105",8
"141108",4
"141119",8
"141122",0
"141123",4
"141131",0
"141137",3
"141141",7
"141155",2
"141156",4
"141160",6
"141166",8
"141185",8
"141192",6
"141207",1
"141224",2
"141238",5
"141279",2
"141310",3
"141332",8
"141345",6
"141367",4
"141395",6
"141398",1
"141431",2
"141435",3
"141439",6
"141446",1
"141459",4
"141460",5
"141474",3
"141489",4
"141490",4
"141507",0
"141515",4
"141565",7
"141593",1
"141603",8
"141610",4
"141613",6
"141614",7
"141619",4
"141620",5
"141629",1
"141637",2
"141656",4
"141679",8
"141713",6
"141721",6
"141722",2
"141753",4
"141772",8
"141783",3
"141824",6
"141847",3
"141861",3
"141876",5
"141893",6
"141908",7
"141949",2
"141956",5
"141959",6
"141966",6
"141994",3
"141998",6
"142011",4
"142014",1
"142021",8
"142042",5
"142076",5
"142080",0
"142090",5
"142111",3
"142123",5
"142136",2
"142174",3
"142178",0
"142183",1
"142190",4
"142202",7
"142235",8
"142242",6
"142248",0
"142252",1
"142312",5
"142330",3
"142353",2
"142357",0
"142363",5
"142407",7
"142419",0
"142434",7
"142452",8
"142456",5
"142465",1
"142484",4
"142485",1
"142497",6
"142539",8
"142542",2
"142578",2
"142611",7
"142613",0
"142666",2
"142667",0
"142669",7
"142670",5
"142686",7
"142703",2
"142781",1
"142852",0
"142858",8
"142884",4
"142919",3
"142953",0
"142962",3
"142968",5
"143006",1
"143013",3
"143035",8
"143044",3
"143051",0
"143066",4
"143084",5
"143088",8
"143091",0
"143107",5
"143138",1
"143153",2
"143158",5
"143165",7
"143195",3
"143197",4
"143198",8
"143236",0
"143244",1
"143270",6
"143288",3
"143289",0
"143304",8
"143307",7
"143310",0
"143317",1
"143321",0
"143337",5
"143353",1
"143358",2
"143365",1
"143370",5
"143391",1
"143420",3
"143421",5
"143431",8
"143475",2
"143481",3
"143482",6
"143503",8
"143506",5
"143522",7
"143612",0
"143618",8
"143633",6
"143654",0
"143667",2
"143760",8
"143773",8
"143842",7
"143851",4
"143856",4
"143863",4
"143888",4
"143898",4
"143955",7
"143958",2
"143971",5
"143984",3
"144021",8
"144048",2
"144071",4
"144074",1
"144080",6
"144090",6
"144092",3
"144098",6
"144131",1
"144143",6
"144157",1
"144168",2
"144216",5
"144322",4
"144327",2
"144345",6
"144378",8
"144391",0
"144397",8
"144418",5
"144450",6
"144452",6
"144459",5
"144482",8
"144495",1
"144549",5
"144552",1
"144575",1
"144591",6
"144593",7
"144645",6
"144679",3
"144714",0
"144721",4
"144723",3
"144733",4
"144771",1
"144795",5
"144812",2
"144849",5
"144851",0
"144858",6
"144866",7
"144917",7
"144955",7
"144992",7
"145004",2
"145015",4
"145028",6
"145034",1
"145037",0
"145038",0
"145063",3
"145086",5
"145160",8
"145161",0
"145201",6
"145215",3
"145218",1
"145240",7
"145247",0
"145285",1
"145287",2
"145309",0
"145325",4
"145337",1
"145346",6
"145350",3
"145353",3
"145361",6
"145388",0
"145394",4
"145405",3
"145406",2
"145414",7
"145415",8
"145421",8
"145423",8
"145427",3
"145429",8
"145430",3
"145433",2
"145439",7
"145456",3
"145460",6
"145464",7
"145475",5
"145528",3
"145557",1
"145632",2
"145641",3
"145657",0
"145669",4
"145672",1
"145693",0
"145695",5
"145755",5
"145758",2
"145784",2
"145804",6
"145812",0
"145836",7
"145866",4
"145879",0
"145890",1
"145909",8
"145925",3
"145930",8
"145937",0
"145943",1
"145944",1
"145953",8
"145985",5
"146004",4
"146023",5
"146049",6
"146058",1
"146075",5
"146080",1
"146118",3
"146143",0
"146158",0
"146162",4
"146177",6
"146184",8
"146197",4
"146218",1
"146219",4
"146249",6
"146262",4
"146289",7
"146303",7
"146310",4
"146326",3
"146334",6
"146344",2
"146352",6
"146363",5
"146388",2
"146395",3
"146402",2
"146430",6
"146456",4
"146476",4
"146480",1
"146508",1
"146510",8
"146526",7
"146557",6
"146589",1
"146601",0
"146617",0
"146630",3
"146643",2
"146655",3
"146661",1
"146700",3
"146710",7
"146723",5
"146742",3
"146752",6
"146760",5
"146775",1
"146778",7
"146829",1
"146833",1
"146834",6
"146847",2
"146896",3
"146898",6
"146918",8
"146927",8
"146981",5
"147001",4
"147008",7
"147019",5
"147044",4
"147047",1
"147110",2
"147127",4
"147129",2
"147130",8
"147154",7
"147175",6
"147189",8
"147191",4
"147244",0
"147245",0
"147262",4
"147279",3
"147319",1
"147325",3
"147362",3
"147368",0
"147398",3
"147404",4
"147418",3
"147473",0
"147477",1
"147485",4
"147502",2
"147529",4
"147532",8
"147545",3
"147560",0
"147563",5
"147637",6
"147657",5
"147671",3
"147715",5
"147738",6
"147765",8
"147798",0
"147819",5
"147821",7
"147856",4
"147874",0
"147915",6
"147917",2
"147931",6
"147948",4
"147956",0
"147967",2
"147973",7
"147983",3
"147988",7
"147995",5
"148012",3
"148035",8
"148070",6
"148089",0
"148124",4
"148142",6
"148163",3
"148182",2
"148197",0
"148231",3
"148233",4
"148246",6
"148247",5
"148281",5
"148313",1
"148326",7
"148339",1
"148340",0
"148343",1
"148357",3
"148373",1
"148386",6
"148393",5
"148394",7
"148397",7
"148399",2
"148400",7
"148428",7
"148462",1
"148487",6
"148516",5
"148591",1
"148596",0
"148605",4
"148607",7
"148638",3
"148680",7
"148696",1
"148720",0
"148722",1
"148741",6
"148748",8
"148752",7
"148757",1
"148776",0
"148785",5
"148798",8
"148841",1
"148846",1
"148852",3
"148863",3
"148865",4
"148888",2
"148895",3
"148911",3
"148916",1
"148945",1
"148949",2
"148952",1
"148977",1
"149000",1
"149002",3
"149013",2
"149019",3
"149030",8
"149037",1
"149042",5
"149044",2
"149049",8
"149065",4
"149099",0
"149105",3
"149116",0
"149121",7
"149147",2
"149152",4
"149166",6
"149171",4
"149205",1
"149220",0
"149245",0
"149259",6
"149263",6
"149319",4
"149355",8
"149363",8
"149381",5
"149386",4
"149396",4
"149414",6
"149420",1
"149434",0
"149473",6
"149483",4
"149511",2
"149515",7
"149516",6
"149531",2
"149532",8
"149585",1
"149591",2
"149634",2
"149650",5
"149675",2
"149697",6
"149712",5
"149717",7
"149718",8
"149727",3
"149746",0
"149794",1
"149884",0
"149888",2
"149899",0
"149901",8
"149923",8
"149939",7
"149958",0
"149962",3
"149972",7
"149980",3
"149994",6
"149997",3
"150080",8
"150085",3
"150094",2
"150098",8
"150104",7
"150111",8
"150124",1
"150130",1
"150139",4
"150151",7
"150174",6
"150223",5
"150224",0
"150254",2
"150259",8
"150272",2
"150300",4
"150324",5
"150342",1
"150352",4
"150353",8
"150359",7
"150376",3
"150408",2
"150412",7
"150447",7
"150462",7
"150473",4
"150480",7
"150508",4
"150519",0
"150536",1
"150562",3
"150567",3
"150582",3
"150593",0
"150606",1
"150608",4
"150673",1
"150724",4
"150731",2
"150732",7
"150733",6
"150740",4
"150785",8
"150795",1
"150828",2
"150852",1
"150874",2
"150895",8
"150916",7
"150933",5
"150981",7
"150987",5
"151027",2
"151032",7
"151085",1
"151089",1
"151100",4
"151102",4
"151170",2
"151183",2
"151188",8
"151191",2
"151264",7
"151295",4
"151311",0
"151360",4
"151390",8
"151424",0
"151431",7
"151438",6
"151450",2
"151499",2
"151502",0
"151506",8
"151544",8
"151555",6
"151560",7
"151588",4
"151595",8
"151604",8
"151613",4
"151617",0
"151631",5
"151635",8
"151673",7
"151678",8
"151687",7
"151708",5
"151709",0
"151715",0
"151723",7
"151786",8
"151787",2
"151792",1
"151802",3
"151813",0
"151816",1
"151828",4
"151840",5
"151860",1
"151863",5
"151867",1
"151877",8
"151882",8
"151896",8
"151937",8
"151939",4
"151950",2
"151955",2
"151981",1
"152002",0
"152015",4
"152028",1
"152033",3
"152068",1
"152082",0
"152085",0
"152092",2
"152118",5
"152128",1
"152136",5
"152149",1
"152166",7
"152201",6
"152203",2
"152213",8
"152271",2
"152336",2
"152363",5
"152403",1
"152416",0
"152427",4
"152450",6
"152464",1
"152465",7
"152497",4
"152553",3
"152577",2
"152579",0
"152600",8
"152602",1
"152604",3
"152628",1
"152669",1
"152685",0
"152725",2
"152736",4
"152739",8
"152744",6
"152760",2
"152786",4
"152825",2
"152829",3
"152842",3
"152850",5
"152859",5
"152879",3
"152910",7
"152912",1
"152916",1
"152953",1
"152957",2
"152958",0
"152973",2
"153010",6
"153021",1
"153025",1
"153043",8
"153059",8
"153077",6
"153118",4
"153140",8
"153191",0
"153211",7
"153221",6
"153261",2
"153271",1
"153277",6
"153285",7
"153303",6
"153307",2
"153330",1
"153347",5
"153390",4
"153421",8
"153422",5
"153426",0
"153427",1
"153436",0
"153445",8
"153458",4
"153465",3
"153522",7
"153559",1
"153563",0
"153566",4
"153571",2
"153574",0
"153606",2
"153640",6
"153643",8
"153676",7
"153678",3
"153686",7
"153715",0
"153727",0
"153757",1
"153796",6
"153811",0
"153816",7
"153821",7
"153855",5
"153873",5
"153900",6
"153921",6
"153944",3
"153953",6
"153978",3
"153984",4
"153987",5
"154007",4
"154022",8
"154055",7
"154056",0
"154118",8
"154132",1
"154142",3
"154143",6
"154148",7
"154149",0
"154156",5
"154189",4
"154229",5
"154230",5
"154256",0
"154268",4
"154276",5
"154297",3
"154305",1
"154320",8
"154327",7
"154359",4
"154375",2
"154408",3
"154428",1
"154444",3
"154445",6
"154452",6
"154458",8
"154469",7
"154472",5
"154488",4
"154496",1
"154499",4
"154525",0
"154538",5
"154593",3
"154594",6
"154616",8
"154630",2
"154657",2
"154660",5
"154676",6
"154683",7
"154720",6
"154724",7
"154733",5
"154737",3
"154757",5
"154770",4
"154808",2
"154841",2
"154852",4
"154854",0
"154859",6
"154889",6
"154893",5
"154905",8
"154907",3
"154911",6
"154939",4
"154949",5
"154963",7
"154977",7
"155017",1
"155028",2
"155054",5
"155073",2
"155109",4
"155140",1
"155168",2
"155183",5
"155187",7
"155214",3
"155230",3
"155281",0
"155292",3
"155296",6
"155308",6
"155318",3
"155373",7
"155392",3
"155402",6
"155445",1
"155463",1
"155471",6
"155475",4
"155488",8
"155515",2
"155526",0
"155534",8
"155535",7
"155549",5
"155555",0
"155558",6
"155591",6
"155625",7
"155648",4
"155680",6
"155705",3
"155715",2
"155723",7
"155737",0
"155742",1
"155750",2
"155769",6
"155787",6
"155812",3
"155819",4
"155832",3
"155842",1
"155849",7
"155852",2
"155874",4
"155893",7
"155909",3
"155942",7
"155984",1
"155986",7
"155987",7
"156011",4
"156014",5
"156016",6
"156021",0
"156029",7
"156068",7
"156071",7
"156086",2
"156087",6
"156100",5
"156107",1
"156109",2
"156110",0
"156131",2
"156141",5
"156166",2
"156170",5
"156182",3
"156203",6
"156212",7
"156237",3
"156263",3
"156271",2
"156280",6
"156309",4
"156315",6
"156354",7
"156385",0
"156399",8
"156428",5
"156467",6
"156527",4
"156529",0
"156542",2
"156551",1
"156601",6
"156604",7
"156618",1
"156621",4
"156646",2
"156656",2
"156667",8
"156679",3
"156700",8
"156712",6
"156723",0
"156738",4
"156759",7
"156780",7
"156805",1
"156810",2
"156830",8
"156848",3
"156858",6
"156863",7
"156865",0
"156874",4
"156878",4
"156890",2
"156908",3
"156915",0
"156927",6
"156951",3
"156960",2
"156976",8
"157037",6
"157051",8
"157057",4
"157080",6
"157081",8
"157089",6
"157133",5
"157146",3
"157152",2
"157154",4
"157163",2
"157166",2
"157189",0
"157194",2
"157195",0
"157245",4
"157252",1
"157258",7
"157270",1
"157274",6
"157314",6
"157329",7
"157354",3
"157364",8
"157403",2
"157425",4
"157447",2
"157480",0
"157482",0
"157503",8
"157504",1
"157530",5
"157557",1
"157584",4
"157596",6
"157615",1
"157616",2
"157627",6
"157632",2
"157641",0
"157646",6
"157649",8
"157657",8
"157660",0
"157667",6
"157678",4
"157711",7
"157716",3
"157725",6
"157740",6
"157743",2
"157746",7
"157753",8
"157817",0
"157826",4
"157827",2
"157843",4
"157899",5
"157911",6
"157977",1
"157981",2
"157984",8
"157991",3
"157998",5
"158001",4
"158013",3
"158082",2
"158089",2
"158148",4
"158167",6
"158190",7
"158193",1
"158232",4
"158253",4
"158265",8
"158271",2
"158274",0
"158285",6
"158287",4
"158308",4
"158373",5
"158376",1
"158389",5
"158428",7
"158431",7
"158480",5
"158496",6
"158502",6
"158561",0
"158570",5
"158586",4
"158591",5
"158608",2
"158609",8
"158610",8
"158647",6
"158657",8
"158679",3
"158687",1
"158690",8
"158698",4
"158726",2
"158769",7
"158801",1
"158803",4
"158822",7
"158823",7
"158831",2
"158843",7
"158844",2
"158847",4
"158868",2
"158870",2
"158874",6
"158875",1
"158877",2
"158893",0
"158917",7
"158920",3
"158922",7
"158927",3
"158929",3
"158939",1
"158979",8
"159010",5
"159040",7
"159061",1
"159063",1
"159070",3
"159090",1
"159100",2
"159129",2
"159130",0
"159139",3
"159168",7
"159171",3
"159214",5
"159227",8
"159246",2
"159281",3
"159294",2
"159316",3
"159329",3
"159338",4
"159341",6
"159422",6
"159491",5
"159505",0
"159514",2
"159539",1
"159555",4
"159558",6
"159595",0
"159618",3
"159624",7
"159628",4
"159634",6
"159658",0
"159691",3
"159718",0
"159730",5
"159747",3
"159748",7
"159754",5
"159765",0
"159819",7
"159867",7
"159872",4
"159888",3
"159903",3
"159931",3
"160005",1
"160047",6
"160050",5
"160059",1
"160101",7
"160118",2
"160129",0
"160130",2
"160134",0
"160185",5
"160188",8
"160235",2
"160257",7
"160264",8
"160316",8
"160319",3
"160331",1
"160341",1
"160350",2
"160351",1
"160375",6
"160376",8
"160383",8
"160388",3
"160394",5
"160415",8
"160429",4
"160438",6
"160442",0
"160451",4
"160464",2
"160467",3
"160469",5
"160471",8
"160478",4
"160495",1
"160500",5
"160503",6
"160538",8
"160564",1
"160565",2
"160584",4
"160598",6
"160606",7
"160611",3
"160620",2
"160627",8
"160629",3
"160630",7
"160631",5
"160643",7
"160652",8
"160659",7
"160683",0
"160706",4
"160734",0
"160743",5
"160746",4
"160760",7
"160774",8
"160803",2
"160809",1
"160813",4
"160825",0
"160832",6
"160866",3
"160888",0
"160894",6
"160911",0
"160920",2
"160940",8
"160951",1
"160953",5
"160958",4
"160994",6
"160996",0
"161042",7
"161050",4
"161056",8
"161060",4
"161061",1
"161083",1
"161101",3
"161105",5
"161124",6
"161147",8
"161157",8
"161167",8
"161199",1
"161200",8
"161201",6
"161211",5
"161230",0
"161244",5
"161249",2
"161254",1
"161274",3
"161282",8
"161299",0
"161310",8
"161317",3
"161326",6
"161333",1
"161335",6
"161342",6
"161344",5
"161350",7
"161376",4
"161404",4
"161412",5
"161416",6
"161428",7
"161439",2
"161442",8
"161461",1
"161462",3
"161466",4
"161472",1
"161477",7
"161479",7
"161482",1
"161508",4
"161516",6
"161529",2
"161548",6
"161554",2
"161561",8
"161588",0
"161617",6
"161623",8
"161645",0
"161646",8
"161667",2
"161668",8
"161672",6
"161704",4
"161713",6
"161770",1
"161781",2
"161792",4
"161830",7
"161844",6
"161856",3
"161895",0
"161911",7
"161931",2
"161990",4
"162030",2
"162040",2
"162042",7
"162047",5
"162058",7
"162108",3
"162111",5
"162142",5
"162167",1
"162184",7
"162255",3
"162268",1
"162272",2
"162304",7
"162348",8
"162374",5
"162396",8
"162413",4
"162443",8
"162499",2
"162522",6
"162531",2
"162572",4
"162598",2
"162625",4
"162638",7
"162654",4
"162668",2
"162750",2
"162756",4
"162767",0
"162774",5
"162791",4
"162820",4
"162864",8
"162873",0
"162889",6
"162895",5
"162907",1
"162917",0
"162922",0
"162929",8
"162959",8
"162967",2
"162979",2
"163041",4
"163061",4
"163073",3
"163088",6
"163098",4
"163101",3
"163103",7
"163104",2
"163111",7
"163125",8
"163131",6
"163133",7
"163143",4
"163145",4
"163152",0
"163163",6
"163175",4
